country,date,GNC,n_ports,mean_NC,mean_observations_per_port,total_observations
Spanien,2021-06-12,-0.02839510341825413,1,4980.0,1.0,1
Spanien,2021-06-14,0.01464440476024471,1,12237.0,1.0,1
Spanien,2021-06-15,0.016072092020619877,1,5226.0,1.0,1
Spanien,2021-06-22,-0.0025929600492900257,1,5132.0,1.0,1
Spanien,2021-06-24,-0.005251122435866229,1,11611.0,1.0,1
Spanien,2021-06-25,-0.006559309118416697,1,5032.0,1.0,1
Spanien,2021-06-27,0.0040574195932068235,1,5073.0,1.0,1
Spanien,2021-06-29,-0.011960277658356232,1,10937.0,1.0,1
Spanien,2021-06-30,-0.009125690660489147,1,4936.0,1.0,1
Spanien,2021-07-02,0.01002841478950689,1,5036.0,1.0,1
Spanien,2021-07-04,0.012648095376943048,1,11651.0,1.0,1
Spanien,2021-07-05,-0.0020582344716384426,1,5005.0,1.0,1
Spanien,2021-07-07,0.007338489525961833,1,5079.0,1.0,1
Spanien,2021-07-09,-0.011845101324445296,1,10981.0,1.0,1
Spanien,2021-07-12,0.0034355714971876948,1,5167.0,1.0,1
Spanien,2021-07-14,0.012359416711596438,1,11681.0,1.0,1
Spanien,2021-07-15,-0.01659901920041958,1,4916.0,1.0,1
Spanien,2021-07-17,0.01305032925753924,1,5046.0,1.0,1
Spanien,2021-07-19,-0.004677157544203325,1,11411.0,1.0,1
Spanien,2021-07-20,0.00394015620014206,1,5106.0,1.0,1
Spanien,2021-07-22,0.00738738166031272,1,5182.0,1.0,1
Spanien,2021-07-24,0.006297151906795762,1,11776.0,1.0,1
Spanien,2021-07-25,0.008259110011405113,1,5312.0,1.0,1
Spanien,2021-07-29,-0.009299150701372128,1,11241.0,1.0,1
Spanien,2021-07-30,-0.005457833192046379,1,5169.0,1.0,1
Spanien,2021-08-01,0.00624827894702662,1,5234.0,1.0,1
Spanien,2021-08-04,-0.005781605724212231,1,5144.0,1.0,1
Spanien,2021-08-06,-0.002924555033161802,1,5114.0,1.0,1
Spanien,2021-08-11,-0.037389404145300634,1,4242.0,1.0,1
Spanien,2021-08-13,-0.0024093551761009023,1,10842.0,1.0,1
Spanien,2021-08-14,0.06659006670963367,1,5180.0,1.0,1
Spanien,2021-08-16,-0.023112943586084178,1,4946.0,1.0,1
Spanien,2021-08-26,0.00473835180172486,1,5186.0,1.0,1
Spanien,2021-08-28,-0.00019088976850080522,1,10811.0,1.0,1
Spanien,2021-08-29,-0.001481627072986787,1,5163.0,1.0,1
Spanien,2021-08-31,-0.005159200840950007,1,5110.0,1.0,1
Spanien,2021-09-02,0.008049668009612177,1,11255.0,1.0,1
Spanien,2021-09-03,0.009833934052010088,1,5263.0,1.0,1
Spanien,2021-09-05,-0.0012365648840555465,1,5250.0,1.0,1
Spanien,2021-09-10,-0.00943828856114699,1,5008.0,1.0,1
Spanien,2021-09-12,0.00462695905167525,1,11788.0,1.0,1
Spanien,2021-09-17,0.0006775074229565803,1,11828.0,1.0,1
Spanien,2021-09-18,0.005230479559892531,1,5222.0,1.0,1
Spanien,2021-09-20,-0.012899561335120602,1,5089.0,1.0,1
Spanien,2021-09-27,0.0008167434784173367,1,11925.0,1.0,1
Spanien,2021-09-28,0.009935409444765897,1,5510.0,1.0,1
Spanien,2021-10-05,0.0008014809600557068,1,5541.0,1.0,1
Spanien,2021-10-07,0.0036071104250385844,1,12363.0,1.0,1
Spanien,2021-10-08,-0.009952810679513036,1,5378.0,1.0,1
Spanien,2021-10-12,-0.0006319120580737803,1,12324.0,1.0,1
Spanien,2021-10-13,-0.00026048938467013725,1,5371.0,1.0,1
Spanien,2021-10-15,-0.0050524382005603385,1,5317.0,1.0,1
Spanien,2021-10-18,0.004236025362049626,1,5385.0,1.0,1
Spanien,2021-10-23,0.0009263564500077593,1,5410.0,1.0,1
Spanien,2021-10-27,-0.009632497903734105,1,10666.0,1.0,1
Spanien,2021-11-01,0.0219962725105578,1,11906.0,1.0,1
Spanien,2021-11-04,-0.0006494744324174739,1,5368.0,1.0,1
Spanien,2021-11-06,0.009545141696386494,1,12488.0,1.0,1
Spanien,2021-11-07,-0.0033701841105860573,1,5314.0,1.0,1
Spanien,2021-11-09,-0.006248897847917156,1,5248.0,1.0,1
Spanien,2021-11-12,0.01013401373886739,1,5410.0,1.0,1
Spanien,2021-11-14,-0.007448927340318434,1,5330.0,1.0,1
Spanien,2021-11-16,-0.0009332328390307509,1,12372.0,1.0,1
Spanien,2021-11-22,0.004128985039103306,1,5509.0,1.0,1
Spanien,2021-11-24,-0.014549829580706053,1,5351.0,1.0,1
Spanien,2021-11-26,0.0016433894242194214,1,12577.0,1.0,1
Spanien,2021-11-27,0.004701011917366789,1,5427.0,1.0,1
Spanien,2021-12-01,-0.01336514567465379,1,11764.0,1.0,1
Spanien,2021-12-04,-0.004004105808248123,1,5277.0,1.0,1
Spanien,2021-12-06,0.022731301676522264,1,13180.0,1.0,1
Spanien,2021-12-07,0.01777296956005614,1,5566.0,1.0,1
Spanien,2021-12-09,-0.008699023334904687,1,5470.0,1.0,1
Spanien,2021-12-11,-0.009955398773917068,1,12540.0,1.0,1
Spanien,2021-12-12,-0.004169787021155595,1,5402.0,1.0,1
Spanien,2021-12-21,0.004116643280223364,1,13067.0,1.0,1
Spanien,2021-12-26,-0.0036763469479613063,1,12829.0,1.0,1
Spanien,2021-12-29,0.0019913050602524945,1,5588.0,1.0,1
Spanien,2021-12-31,0.011628189381269393,1,13597.0,1.0,1
Spanien,2022-01-06,8.94454420992119e-05,1,5592.0,1.0,1
Spanien,2022-01-08,-0.02277485597793749,1,5343.0,1.0,1
Spanien,2022-01-15,-0.0029625593817725598,1,13006.0,1.0,1
Spanien,2022-01-16,-0.05868964120012676,1,3341.0,1.0,1
Spanien,2022-01-25,-0.0007563515257245967,1,12908.0,1.0,1
Spanien,2022-01-30,-0.003012975063126433,1,12715.0,1.0,1
Spanien,2022-01-31,0.03213192863225132,1,5410.0,1.0,1
Spanien,2022-02-02,-0.039505600213478154,1,4999.0,1.0,1
Spanien,2022-02-05,-0.003485520061953906,1,4947.0,1.0,1
Spanien,2022-02-09,-0.002637708202671085,1,12384.0,1.0,1
Spanien,2022-02-12,-0.011417828291815622,1,4567.0,1.0,1
Spanien,2022-02-14,0.007729818568542157,1,12872.0,1.0,1
Spanien,2022-02-15,0.05898084795976052,1,5451.0,1.0,1
Spanien,2022-02-17,-0.02337795552784172,1,5202.0,1.0,1
Spanien,2022-02-22,-0.006010208357509583,1,5048.0,1.0,1
Spanien,2022-03-01,-0.004782156535488013,1,11981.0,1.0,1
Spanien,2022-03-02,0.005474620336522795,1,5274.0,1.0,1
Spanien,2022-03-12,-0.00015180268569778833,1,5266.0,1.0,1
Spanien,2022-04-06,0.0008046140269026836,1,5373.0,1.0,1
Spanien,2022-04-08,-0.008162297782293493,1,5286.0,1.0,1
Spanien,2022-04-13,-0.024909069842883724,1,4667.0,1.0,1
Spanien,2022-04-15,-0.01258011944606131,1,6802.0,1.0,1
Spanien,2022-04-16,0.03961793807154379,1,5256.0,1.0,1
Spanien,2022-04-18,0.014716593316265403,1,5413.0,1.0,1
Spanien,2022-04-21,-0.017185284913824244,1,5141.0,1.0,1
Spanien,2022-04-28,0.0006653556426048368,1,5165.0,1.0,1
Spanien,2022-05-01,-0.0017470679613034907,1,5138.0,1.0,1
Spanien,2022-05-03,-0.0276070113968796,1,4862.0,1.0,1
Spanien,2022-05-06,0.003546132735018285,1,4914.0,1.0,1
Spanien,2022-05-08,0.006168548255784501,1,4975.0,1.0,1
Spanien,2022-05-10,0.024276427054251145,1,12480.0,1.0,1
Spanien,2022-05-11,0.011847248952789139,1,5155.0,1.0,1
Spanien,2022-05-13,-0.0071311162854756915,1,5082.0,1.0,1
Spanien,2022-05-15,-0.009131611023457609,1,11923.0,1.0,1
Spanien,2022-05-16,0.011538745950232373,1,5261.0,1.0,1
Spanien,2022-05-18,-0.017603365464780474,1,5079.0,1.0,1
Spanien,2022-05-20,0.008923169107768913,1,12467.0,1.0,1
Spanien,2022-05-23,-0.01272140262851167,1,4766.0,1.0,1
Spanien,2022-05-26,0.01988715221108291,1,5059.0,1.0,1
Spanien,2022-05-28,-0.015253039101016164,1,4907.0,1.0,1
Spanien,2022-05-30,0.0018201829861268948,1,12696.0,1.0,1
Spanien,2022-05-31,0.01049797591136977,1,5064.0,1.0,1
Spanien,2022-06-04,-0.012546761481656432,1,11924.0,1.0,1
Spanien,2022-06-05,0.007176179485657385,1,5249.0,1.0,1
Spanien,2022-06-07,-0.013223432597464502,1,5112.0,1.0,1
Spanien,2022-06-09,-0.02972895743457791,1,10277.0,1.0,1
Spanien,2022-06-12,0.0036057969983396276,1,5205.0,1.0,1
Spanien,2022-06-14,-0.01026173167988027,1,9763.0,1.0,1
Spanien,2022-06-17,-0.008878126881377213,1,4979.0,1.0,1
Spanien,2022-06-19,0.035306952242159184,1,11648.0,1.0,1
Spanien,2022-06-20,0.01569224833374368,1,5219.0,1.0,1
Spanien,2022-06-24,0.0006856365988134883,1,11688.0,1.0,1
Spanien,2022-06-25,0.004284117931037201,1,5332.0,1.0,1
Spanien,2022-06-27,-0.03004864263194751,1,5021.0,1.0,1
Spanien,2022-06-29,-0.004902163742409371,1,11405.0,1.0,1
Spanien,2022-06-30,0.0068988369631040785,1,5126.0,1.0,1
Spanien,2022-07-04,0.0036663204692178653,1,11616.0,1.0,1
Spanien,2022-07-05,0.006033698048059577,1,5283.0,1.0,1
Spanien,2022-07-07,-0.020379450523626552,1,5072.0,1.0,1
Spanien,2022-07-09,-0.0022683243882756442,1,11485.0,1.0,1
Spanien,2022-07-10,0.008243694088884368,1,5199.0,1.0,1
Spanien,2022-07-12,-0.07565081472513135,1,4469.0,1.0,1
Spanien,2022-07-14,0.003965647163739305,1,11715.0,1.0,1
Spanien,2022-07-15,0.03948470051928865,1,5031.0,1.0,1
Spanien,2022-07-17,-0.01217241485137599,1,4910.0,1.0,1
Spanien,2022-07-19,0.0021396026778120357,1,11841.0,1.0,1
Spanien,2022-07-20,0.017521799115001475,1,5175.0,1.0,1
Spanien,2022-07-22,-0.02557037536081541,1,4917.0,1.0,1
Spanien,2022-07-24,0.004525722269254828,1,12112.0,1.0,1
Spanien,2022-07-25,0.011198813690240192,1,5085.0,1.0,1
Spanien,2022-07-27,-0.024277101904838894,1,4844.0,1.0,1
Spanien,2022-07-29,-0.015317585426453206,1,11219.0,1.0,1
Spanien,2022-08-03,0.009316967725526482,1,11754.0,1.0,1
Spanien,2022-08-04,-0.004278632921614012,1,4681.0,1.0,1
Spanien,2022-08-06,0.0071058572147437715,1,4748.0,1.0,1
Spanien,2022-08-08,-0.006871862856189992,1,11357.0,1.0,1
Spanien,2022-08-11,-0.04349461082578756,1,3820.0,1.0,1
Spanien,2022-08-14,0.09026207039310445,1,5008.0,1.0,1
Spanien,2022-08-16,0.017270162626088492,1,5184.0,1.0,1
Spanien,2022-08-18,-0.0016692210350820248,1,11169.0,1.0,1
Spanien,2022-08-19,-0.008004288939344425,1,5061.0,1.0,1
Spanien,2022-08-21,-0.004365973364912179,1,5017.0,1.0,1
Spanien,2022-08-23,-0.009685523819818798,1,10641.0,1.0,1
Spanien,2022-08-24,-0.03967652555564646,1,4454.0,1.0,1
Spanien,2022-08-26,0.06289183732536952,1,5051.0,1.0,1
Spanien,2022-08-28,0.01552651418192177,1,11500.0,1.0,1
Spanien,2022-08-31,-0.0026305680144229626,1,4985.0,1.0,1
Spanien,2022-09-02,0.0036704601437065774,1,11713.0,1.0,1
Spanien,2022-09-05,0.000840757919156232,1,5006.0,1.0,1
Spanien,2022-09-07,0.0025787107599981596,1,11865.0,1.0,1
Spanien,2022-09-08,0.014017253806277571,1,5221.0,1.0,1
Spanien,2022-09-10,-0.019828753242092212,1,5018.0,1.0,1
Spanien,2022-09-20,-0.017866146359277656,1,4197.0,1.0,1
Spanien,2022-09-22,-0.006492377134871201,1,10764.0,1.0,1
Spanien,2022-09-27,0.016128563828162967,1,11668.0,1.0,1
Spanien,2022-09-28,0.026038657732806003,1,5169.0,1.0,1
Spanien,2022-09-30,-0.007798949303603031,1,5089.0,1.0,1
Spanien,2022-10-02,-0.005914503010822259,1,11328.0,1.0,1
Spanien,2022-10-10,-0.009215148734765677,1,4641.0,1.0,1
Spanien,2022-10-12,0.0038361342478980378,1,11771.0,1.0,1
Spanien,2022-10-13,0.04463613181883611,1,5306.0,1.0,1
Spanien,2022-10-15,-0.014629593184730005,1,5153.0,1.0,1
Spanien,2022-10-23,-0.003892707155696229,1,4995.0,1.0,1
Spanien,2022-10-25,-0.012466440846460536,1,4872.0,1.0,1
Spanien,2022-10-28,0.03306128125536567,1,5380.0,1.0,1
Spanien,2022-11-01,-0.001404296301290664,1,11445.0,1.0,1
Spanien,2022-11-02,-0.01501041673724437,1,4991.0,1.0,1
Spanien,2022-11-06,-0.01239924959093237,1,10757.0,1.0,1
Spanien,2022-11-07,0.013854667412328325,1,5349.0,1.0,1
Spanien,2022-11-09,-0.5257530495378435,1,1869.0,1.0,1
Spanien,2022-11-14,0.18943258183695394,1,4819.0,1.0,1
Spanien,2022-11-19,0.014756365759200207,1,5188.0,1.0,1
Spanien,2022-11-22,0.0049742648733068036,1,5266.0,1.0,1
Spanien,2022-11-24,-0.20368294399998632,1,3504.0,1.0,1
Spanien,2022-11-26,0.0020089242738416504,1,11198.0,1.0,1
Spanien,2022-11-27,0.1429896858110459,1,5381.0,1.0,1
Spanien,2022-11-29,-0.021065734122384328,1,5159.0,1.0,1
Spanien,2022-12-16,0.0006873417627847545,1,11353.0,1.0,1
Spanien,2022-12-22,0.0024654794562739266,1,5460.0,1.0,1
Spanien,2022-12-24,-0.0248760826028116,1,5195.0,1.0,1
Spanien,2022-12-27,0.006795827771880998,1,5302.0,1.0,1
Spanien,2022-12-29,-0.019814094798485726,1,5096.0,1.0,1
Spanien,2022-12-31,-0.002788050722215492,1,10888.0,1.0,1
Spanien,2023-01-03,0.004769978878282899,1,5219.0,1.0,1
Spanien,2023-01-05,0.011510245178927648,1,11533.0,1.0,1
Spanien,2023-01-06,-0.12939302850519793,1,3540.0,1.0,1
Spanien,2023-01-10,-0.012006819989180784,1,10861.0,1.0,1
Spanien,2023-01-11,0.09154932292364108,1,5595.0,1.0,1
Spanien,2023-01-13,-0.008926393421919698,1,5496.0,1.0,1
Spanien,2023-01-15,-0.007562231106392048,1,10458.0,1.0,1
Spanien,2023-01-16,-0.016154235624131985,1,5236.0,1.0,1
Spanien,2023-01-18,-0.007310634277090777,1,5160.0,1.0,1
Spanien,2023-01-20,0.008920283672558682,1,10935.0,1.0,1
Spanien,2023-01-21,6.45932243727998e-05,1,5161.0,1.0,1
Spanien,2023-01-23,-0.0032073197741109283,1,5128.0,1.0,1
Spanien,2023-01-26,0.0068837082347107765,1,5235.0,1.0,1
Spanien,2023-01-28,-0.02667822385859875,1,4963.0,1.0,1
Spanien,2023-01-30,-0.00646909485443139,1,10250.0,1.0,1
Spanien,2023-01-31,0.00894596978287332,1,5098.0,1.0,1
Spanien,2023-02-04,0.0052571264348515,1,10523.0,1.0,1
Spanien,2023-02-22,-0.0005923084798083102,1,5032.0,1.0,1
Spanien,2023-02-24,0.0030862622574227673,1,11193.0,1.0,1
Spanien,2023-03-02,0.0006194878374632395,1,5057.0,1.0,1
Spanien,2023-03-12,-0.006157672610049225,1,4755.0,1.0,1
Spanien,2023-03-14,0.010097147542224683,1,4852.0,1.0,1
Spanien,2023-03-16,-0.0004126694278310694,1,11101.0,1.0,1
Spanien,2023-03-17,0.00416458736823581,1,4913.0,1.0,1
Spanien,2023-03-19,-0.015923595523768874,1,4759.0,1.0,1
Spanien,2023-03-21,-0.10545296955994807,1,6552.0,1.0,1
Spanien,2023-03-22,0.018460807324225097,1,5030.0,1.0,1
Spanien,2023-03-24,-0.0005967774728752318,1,5024.0,1.0,1
Spanien,2023-03-26,0.08044075850783053,1,9796.0,1.0,1
Spanien,2023-03-27,-0.10695668790175894,1,3645.0,1.0,1
Spanien,2023-03-29,0.1303901155941949,1,4731.0,1.0,1
Spanien,2023-04-01,0.015016313106912685,1,4949.0,1.0,1
Spanien,2023-04-03,0.01922551541151485,1,5143.0,1.0,1
Spanien,2023-04-05,0.007774714527493387,1,10588.0,1.0,1
Spanien,2023-04-06,-0.004305343609173562,1,5077.0,1.0,1
Spanien,2023-04-08,-0.024316301606355673,1,4836.0,1.0,1
Spanien,2023-04-11,0.01634215302218737,1,5079.0,1.0,1
Spanien,2023-04-13,0.007038239382169742,1,5151.0,1.0,1
Spanien,2023-04-15,-0.0004448869091802976,1,10541.0,1.0,1
Spanien,2023-04-20,0.01895679141584026,1,11589.0,1.0,1
Spanien,2023-04-21,-0.0031952191913600103,1,5021.0,1.0,1
Spanien,2023-04-23,0.007609594450677548,1,5098.0,1.0,1
Spanien,2023-04-25,0.12613204502134678,1,21774.0,2.0,2
Spanien,2023-04-26,-0.012660593035086265,1,4908.0,1.0,1
Spanien,2023-04-30,5.510400916541869e-05,1,21780.0,2.0,2
Spanien,2023-05-01,-0.003204011836836429,1,4830.0,1.0,1
Spanien,2023-05-05,-0.1551820288624363,1,10025.0,1.0,1
Spanien,2023-05-06,-0.007037489967659738,1,4663.0,1.0,1
Spanien,2023-05-08,0.007661354405929188,1,4735.0,1.0,1
Spanien,2023-05-10,0.01487431281159779,1,10799.0,1.0,1
Spanien,2023-05-15,0.0014577727500292071,1,10878.0,1.0,1
Spanien,2023-05-16,0.00582820083510871,1,4961.0,1.0,1
Spanien,2023-05-20,-0.0003680531035016088,1,10858.0,1.0,1
Spanien,2023-05-31,0.0007748918235923459,1,5019.0,1.0,1
Spanien,2023-06-02,-0.47193202938912737,1,1953.0,1.0,1
Spanien,2023-06-04,-0.0041741639476586085,1,10199.0,1.0,1
Spanien,2023-06-05,0.2968202533287414,1,4758.0,1.0,1
Spanien,2023-06-12,0.0048991137773486725,1,4924.0,1.0,1
Spanien,2023-06-14,0.0004695303549199892,1,10247.0,1.0,1
Spanien,2023-06-15,0.007629323202737126,1,5038.0,1.0,1
Spanien,2023-06-17,-0.057244273921197575,1,4493.0,1.0,1
Spanien,2023-06-19,0.014381958662774608,1,11011.0,1.0,1
Spanien,2023-06-22,0.01738372716787744,1,4901.0,1.0,1
Spanien,2023-06-24,-0.02022424742692621,1,9952.0,1.0,1
Spanien,2023-06-25,-0.013817105269843921,1,4702.0,1.0,1
Spanien,2023-06-27,0.03698562143494666,1,5063.0,1.0,1
Spanien,2023-06-29,0.016687575490482588,1,10818.0,1.0,1
Spanien,2023-06-30,-0.020220551960535477,1,4765.0,1.0,1
Spanien,2023-07-02,0.006567383064560062,1,4828.0,1.0,1
Spanien,2023-07-04,0.008789046386598188,1,11304.0,1.0,1
Spanien,2023-07-05,-0.10722311157997251,1,3500.0,1.0,1
Spanien,2023-07-07,0.15792647470923882,1,4800.0,1.0,1
Spanien,2023-07-09,-0.041234115252898815,1,9198.0,1.0,1
Spanien,2023-07-10,-0.0014615327726078913,1,4779.0,1.0,1
Spanien,2023-07-12,0.012297819466977167,1,4898.0,1.0,1
Spanien,2023-07-14,0.026668223154225502,1,10510.0,1.0,1
Spanien,2023-07-15,-0.010087125489877261,1,4752.0,1.0,1
Spanien,2023-07-19,-0.01087054089049957,1,9954.0,1.0,1
Spanien,2023-07-22,0.0010184867751196996,1,4786.0,1.0,1
Spanien,2023-07-25,0.006141704987876177,1,4875.0,1.0,1
Spanien,2023-07-27,0.012958814028128707,1,5003.0,1.0,1
Spanien,2023-07-29,0.0025197246166070997,1,10208.0,1.0,1
Spanien,2023-07-30,0.0021914612253439714,1,5036.0,1.0,1
Spanien,2023-08-01,-0.027447469979705374,1,4767.0,1.0,1
Spanien,2023-08-03,0.007574187192636117,1,10602.0,1.0,1
Spanien,2023-08-04,0.010055858987940406,1,4913.0,1.0,1
Spanien,2023-08-06,-0.008829798254077481,1,4827.0,1.0,1
Spanien,2023-08-09,0.011003444066848425,1,4989.0,1.0,1
Spanien,2023-08-11,-0.0008024073938770471,1,4981.0,1.0,1
Spanien,2023-08-13,0.0012559917663711672,1,10736.0,1.0,1
Spanien,2023-08-14,0.002068120980891782,1,5012.0,1.0,1
Spanien,2023-08-18,-0.003230117158888035,1,10564.0,1.0,1
Spanien,2023-08-19,-0.006777558338218625,1,4845.0,1.0,1
Spanien,2023-08-23,0.009339282793720117,1,11069.0,1.0,1
Spanien,2023-08-24,0.0017262745890576526,1,4887.0,1.0,1
Spanien,2023-08-26,0.009224792828691264,1,4978.0,1.0,1
Spanien,2023-08-28,-0.0028204079278893344,1,10914.0,1.0,1
Spanien,2023-08-29,0.0023354447786558077,1,5013.0,1.0,1
Spanien,2023-09-05,0.0037129758578064048,1,5145.0,1.0,1
Spanien,2023-09-07,-0.0004315694683324267,1,10867.0,1.0,1
Spanien,2023-09-08,-0.2762915043232536,1,2246.0,1.0,1
Spanien,2023-09-10,0.3660041076822771,1,4670.0,1.0,1
Spanien,2023-09-17,0.0087440719488864,1,11860.0,1.0,1
Spanien,2023-09-20,0.008040502055113485,1,5061.0,1.0,1
Spanien,2023-09-22,-0.010880909257224758,1,11232.0,1.0,1
Spanien,2023-09-23,-0.015089799463697892,1,4837.0,1.0,1
Spanien,2023-09-25,0.03963157710340326,1,5236.0,1.0,1
Spanien,2023-09-27,0.005098280805347244,1,11522.0,1.0,1
Spanien,2023-09-28,-0.017111167555479884,1,4974.0,1.0,1
Spanien,2023-10-02,-0.0008174990727166431,1,11475.0,1.0,1
Spanien,2023-10-03,-0.0016148654548096887,1,4934.0,1.0,1
Spanien,2023-10-07,-0.010318293957140411,1,10898.0,1.0,1
Spanien,2023-10-12,0.007986672686185869,1,11342.0,1.0,1
Spanien,2023-10-13,-0.0014083302469197535,1,4865.0,1.0,1
Spanien,2023-10-28,0.00010953654822678515,1,4873.0,1.0,1
Spanien,2023-11-06,0.0015258066055746865,1,11783.0,1.0,1
Spanien,2023-11-07,0.003627236244840226,1,5053.0,1.0,1
Spanien,2023-11-12,-0.007090369916371131,1,4877.0,1.0,1
Spanien,2023-11-14,0.007731588439092718,1,4953.0,1.0,1
Spanien,2023-11-16,-0.0005105090641512433,1,11723.0,1.0,1
Spanien,2023-11-17,0.001007963675025536,1,4968.0,1.0,1
Spanien,2023-11-21,-0.014502948673089123,1,10903.0,1.0,1
Spanien,2023-11-22,0.007700092253266888,1,5163.0,1.0,1
Spanien,2023-11-24,-0.022379973310393098,1,4937.0,1.0,1
Spanien,2023-11-26,-0.0027334436009102347,1,10755.0,1.0,1
Spanien,2023-11-27,0.017236146708283922,1,5199.0,1.0,1
Spanien,2023-12-02,-0.0009640431275482087,1,5174.0,1.0,1
Spanien,2023-12-06,-0.0033661115041597966,1,10399.0,1.0,1
Spanien,2023-12-07,-0.006083074618208073,1,5019.0,1.0,1
Spanien,2023-12-09,0.007710710342553995,1,5097.0,1.0,1
Spanien,2023-12-11,0.001150640818807247,1,10459.0,1.0,1
Spanien,2023-12-12,-0.006871733279810499,1,4993.0,1.0,1
Spanien,2023-12-14,-0.0034164120057385006,1,4959.0,1.0,1
Spanien,2023-12-16,0.008223286877754888,1,10898.0,1.0,1
Spanien,2023-12-19,-0.007939345766089189,1,4766.0,1.0,1
Spanien,2023-12-21,-0.010996027927538066,1,10315.0,1.0,1
Spanien,2023-12-22,0.017904592837759026,1,5029.0,1.0,1
Spanien,2023-12-24,-0.031070989212555133,1,4726.0,1.0,1
Spanien,2023-12-26,0.00307846385699726,1,10475.0,1.0,1
Spanien,2023-12-29,0.009019108278134524,1,4944.0,1.0,1
Spanien,2024-01-01,-0.010896231750157526,1,4785.0,1.0,1
Spanien,2024-01-03,-0.004618970492467511,1,4741.0,1.0,1
Spanien,2024-01-05,0.009804023155087193,1,11554.0,1.0,1
Spanien,2024-01-08,0.005656438561586796,1,4877.0,1.0,1
Spanien,2024-01-11,0.01568681344910594,1,5112.0,1.0,1
Spanien,2024-01-23,-0.0028521154896168355,1,4940.0,1.0,1
Spanien,2024-01-25,-0.0006051708688657343,1,11415.0,1.0,1
Spanien,2024-01-26,0.01049432491803041,1,5098.0,1.0,1
Spanien,2024-02-04,-0.002825347846333237,1,11097.0,1.0,1
Spanien,2024-02-05,-0.0010847162859334957,1,5043.0,1.0,1
Spanien,2024-02-07,-0.023859972930840634,1,4808.0,1.0,1
Spanien,2024-02-10,-0.05366766657421351,1,4093.0,1.0,1
Spanien,2024-02-17,0.027992981449968517,1,4979.0,1.0,1
Spanien,2024-02-19,0.0011081577758588423,1,11283.0,1.0,1
Spanien,2024-02-20,0.005642539060610001,1,5064.0,1.0,1
Spanien,2024-02-27,-0.004266418748963575,1,4915.0,1.0,1
Spanien,2024-02-29,0.005785243275397889,1,11955.0,1.0,1
Spanien,2024-03-01,0.0042454834487563415,1,4978.0,1.0,1
Spanien,2024-03-03,-0.26809403680548005,1,2912.0,1.0,1
Spanien,2024-03-05,-0.024550288619406047,1,10574.0,1.0,1
Spanien,2024-03-11,0.07180241632189643,1,5172.0,1.0,1
Spanien,2024-03-15,0.0070290811976512655,1,11344.0,1.0,1
Spanien,2024-03-16,-0.008733976906065167,1,4951.0,1.0,1
Spanien,2024-03-30,-0.0017988523951945723,1,11042.0,1.0,1
Spanien,2024-04-02,-0.004274357971744097,1,4604.0,1.0,1
Spanien,2024-04-04,0.003091362767925787,1,11214.0,1.0,1
Spanien,2024-04-05,0.014313215484880478,1,4806.0,1.0,1
Spanien,2024-04-09,0.002022907849976363,1,11328.0,1.0,1
Spanien,2024-04-10,-0.0038656665600676375,1,4714.0,1.0,1
Spanien,2024-04-12,0.011844176082208335,1,4827.0,1.0,1
Spanien,2024-04-14,-0.01790367378993274,1,10358.0,1.0,1
Spanien,2024-04-15,0.010602320873637439,1,4983.0,1.0,1
Spanien,2024-04-17,-0.048538872721745285,1,4522.0,1.0,1
Spanien,2024-04-22,0.012223763011209244,1,4807.0,1.0,1
Spanien,2024-04-24,0.012481666130128665,1,11735.0,1.0,1
Spanien,2024-04-25,0.0035178805560522144,1,4858.0,1.0,1
Spanien,2024-05-02,-0.03940195876113885,1,3687.0,1.0,1
Spanien,2024-05-04,-0.006096021284598585,1,11041.0,1.0,1
Spanien,2024-05-05,-0.12043213370808736,1,2569.0,1.0,1
Spanien,2024-05-07,0.3132782353920387,1,4807.0,1.0,1
Spanien,2024-05-09,0.005255933500498244,1,11335.0,1.0,1
Spanien,2024-05-10,-0.017291252303998306,1,4564.0,1.0,1
Spanien,2024-05-12,0.025624736108953883,1,4804.0,1.0,1
Spanien,2024-05-14,0.007582698027313484,1,11773.0,1.0,1
Spanien,2024-05-15,0.004342942211193801,1,4867.0,1.0,1
Spanien,2024-05-19,-0.008095043168592043,1,11306.0,1.0,1
Spanien,2024-05-22,0.0009653534664662646,1,4900.0,1.0,1
Spanien,2024-05-24,-0.0022771994811183307,1,11178.0,1.0,1
Spanien,2024-05-25,0.0037206542217897245,1,4955.0,1.0,1
Spanien,2024-05-27,-0.0317649740913426,1,4650.0,1.0,1
Spanien,2024-05-29,-0.006639689376821423,1,10813.0,1.0,1
Spanien,2024-05-30,0.006741404154208652,1,4745.0,1.0,1
Spanien,2024-06-03,0.0015843855887549552,1,10899.0,1.0,1
Spanien,2024-06-04,-0.016557238723857635,1,4368.0,1.0,1
Spanien,2024-06-06,0.0605168748059981,1,4930.0,1.0,1
Spanien,2024-06-08,-0.05661490855009745,1,8212.0,1.0,1
Spanien,2024-06-11,-0.028090367093819422,1,4284.0,1.0,1
Spanien,2024-06-13,0.07283930256425286,1,11820.0,1.0,1
Spanien,2024-06-14,0.03915725053572553,1,4818.0,1.0,1
Spanien,2024-06-16,-0.014851012724465207,1,4677.0,1.0,1
Spanien,2024-06-18,0.008091289096368826,1,12308.0,1.0,1
